date,text
2011-05-31,lyondellbasell will seek sale of france refinery turns site focus to petrochemicalsbasf ineos ink deal for global styrenics jvshell tells technip samsung to begin construction of australia floating lng facilityfluor wins engineering excellence award for spain refinery expansionmexico oil firm pemex picks mcdermott to build three gulf pipelines
2011-06-01,marathon oil to buy 35 billion in eagle ford shaleeu approves styrenics jv between basf ineosjacobs acquires majority ownership of india engineering consulting firmhoneywell wins 96mn epc deal to upgrade automation systems at iraq refinerycbi awarded 40mn storage tank project from bahamas refinermomentive completes sale of n america composites coatings unit to european grouplinde daimler announce infrastructure plans for fuelcell vehicles in germany
2011-06-02,shell cosan launch sugarcane ethanol jv in brazilindia refiner touts honeywell wireless technology in fcc expansionnavy climbers arrest environmentalists as drilling set to begin at arctic oil rigvopak enagas to acquire lng terminal in mexicoppg buys south africa distributor ducol coatingsbuckeye purchases us terminal pipeline assets from bp for 165mn
2011-06-03,chevron refinery fire in wales kills four workersnox control market to hit record level in 2011 – consultantskbr to design coal seam gas pipelines in australiaoil gas production rates climb for texas field amid new discoveriesvelan buys 70 stake in italian valve company abvfoster wheeler to supply cfb steam generators for green power project in korea
2011-06-06,shell plans worldscale us ethylene cracker near marcellus shale regionskc to build new pet plant in south koreafoster wheeler wins spanish engineering award for refinery expansion workchemtura to construct new china plant to serve petroleum additives urethanesdow to form carbon fiber jv with turkeys aksaair products to supply valero us gulf refineries with hydrogen plans new facility
2011-06-07,italys saipem japans chiyoda agree to jv for lng upstream projectslyondellbasell to buy texas olefins pipeline system from bpstatoil sells stake in norway pipeline jv gasslediea says natural gas entering golden age could muscle out renewablesnpra urges us approval of keystone xl pipelinejacobs wins engineering deal for dupont tio2 expansion in mexico
2011-06-08,crude oil costs rise as opec meeting concludes without production increaseexxonmobil makes three oil gas discoveries as gulf drilling resumes postmoratoriumcapstone receives order for microturbines from russian oil firm tatneftair products to expand us nitrogen output pipelinebp unveils annual energy review sees china passing us as top consumershell commits to develop new gulf deepwater field
2011-06-09,wood group jv wins management deal for coal seam gas processing in australiafmc picks design firm ch2m hill for engineering on wyoming soda ash expansionpetrobras invests 400mn in biofuels through 2014lubrizol shareholders approve sale to berkshireshaw awarded epc deal for us nuclear plant
2011-06-10,new diesel hydrotreater from axens starts up at ras tanura refinerysasol takes 50 stake in canada shale projectdcp midstream to buy expand conoco us pipelinemomentive begins expansion of specialty ceramics plant in ohious labels styrene as likely human carcinogen industry group vows to contest
2011-06-13,shell sandvik to collaborate on sulfur technology at refinery projectsdelta rigging strikes deal to expand bakken shale presence in north dakotaqatar petroleum shell ship first cargo of gtl gasoil from jv plantdow opens water technology rd center in spaintoyo engineering wins deal from chandra asri to build indonesias first butadiene plant
2011-06-14,tessenderlo to sell europe pvc chloralkali units to ineos for €110mnlng consortium to build france regasification plantlinde to build top air separation unit in indonesiajgc expanding electrolysis plant from indonesia jvbiodiesel market in us to more than double by 2015 studybasf raises compounding capacity for engineering plastics in europeus research center produces first jet fuel from both coal biomass feedstockscelanese boosts planned ethanol capacity in china accelerates production timetablekentucky pvc pipe production facility shuttered
2011-06-15,foster wheeler wins engineering design deals for preem refinery in swedenshaw completes new natgasfired us power plantmultichem reports fire at louisiana storage site no one injuredsabic plans new carbon fiber plant in saudi arabiaair liquide inks deal to supply valero refineries in texas with hydrogenair products buys us semiconductor equipment firm polyflow engineering
2011-06-16,iea sees increasing natgas use warns of high oil prices curbing demand us law firm to investigate dow chemical over alleged pension changesconocophillips to explore offshore bangladeshenergy transfer to buy southern union for 42bn form leading us pipeline companyargentina opens nations second lng import facilitygevo redfield jv to retrofit us ethanol plant to isobutanol
2011-06-17,axens wins engineering deal for new iraq refineryhempel eyes expansion opens india coatings plantsiemens acquires minority stake in us solar firm sempriusus law firms to investigate claims against merger of energy transfer southern uniondelek refinery in arkansas returns to normal rates as pipeline resumes crude shipments
2011-06-20,dresserrand statoil begin compressor rd planshell agrees to alliance well manufacturing jv with china national petroleum cohoneywell ‘green’ jet fuel powers firstever transatlantic biofuel flighttranscanada acquires guadalajara lng pipeline in mexico for 360mnkbr shell to align on hydroprocessing technologyakzonobel plans €140mn expansion upgrade to german chlorine plant
